transaction_id,payment,transaction_type,product_id,product_count,dates
2,405.9353431415557,PURCHASE,e,5.0,2019-01-02
3,295.32845175022607,PURCHASE,c,0.0,2019-01-02
5,8.519686179375817,PURCHASE,c,5.0,2019-01-03
3,127.97341205404433,PURCHASE,e,4.0,2019-01-02
5,428.79105224870284,PURCHASE,e,0.0,2019-01-03
10,408.3884886487189,PURCHASE,b,2.0,2019-01-04
9,660.5018920906289,PURCHASE,d,2.0,2019-01-04
11,58.68495955928099,PURCHASE,d,0.0,2019-01-04
11,204.36396055353023,PURCHASE,b,3.0,2019-01-04
13,792.6098180395443,PURCHASE,c,5.0,2019-01-04
13,884.0154126628487,PURCHASE,a,3.0,2019-01-04
15,578.7918597246729,PURCHASE,c,5.0,2019-01-04
13,432.77745308135286,PURCHASE,a,4.0,2019-01-04
14,255.9430269952444,PURCHASE,b,2.0,2019-01-04
16,411.13025959953274,PURCHASE,a,3.0,2019-01-05
17,730.7783832091014,PURCHASE,e,2.0,2019-01-05
18,135.11340848110208,PURCHASE,b,5.0,2019-01-05
17,860.0172155391637,PURCHASE,e,0.0,2019-01-05
21,90.5987225893965,PURCHASE,b,3.0,2019-01-05
24,982.2124055737962,PURCHASE,a,0.0,2019-01-05
21,-182.62620507644945,REFUND,c,3.0,2019-01-05
22,300.1818782318524,PURCHASE,a,,2019-01-05
23,522.1441226069808,PURCHASE,a,1.0,2019-01-05
26,869.4654848222111,PURCHASE,c,4.0,2019-01-06
29,-96.23091697642072,REFUND,b,0.0,2019-01-06
28,972.2716711673451,PURCHASE,a,5.0,2019-01-06
30,298.7768124874196,PURCHASE,b,5.0,2019-01-06
30,507.7950515043238,PURCHASE,d,1.0,2019-01-06
31,981.5701025455905,PURCHASE,d,1.0,2019-01-06
30,351.09222234541204,PURCHASE,b,1.0,2019-01-06
32,-804.1071485752719,REFUND,a,1.0,2019-01-06
34,932.2311625869478,PURCHASE,d,5.0,2019-01-06
35,932.1539238500729,PURCHASE,e,,2019-01-06
38,582.9826287074596,PURCHASE,c,2.0,2019-01-07
39,331.04054529482363,PURCHASE,c,3.0,2019-01-07
35,122.32550247100748,PURCHASE,c,3.0,2019-01-06
41,542.7698167788576,PURCHASE,e,5.0,2019-01-07
40,589.8555358447888,PURCHASE,b,3.0,2019-01-07
41,564.1242635633829,PURCHASE,c,0.0,2019-01-07
41,32.606089904555716,PURCHASE,d,0.0,2019-01-07
41,10.21990887734936,PURCHASE,a,1.0,2019-01-07
42,328.57784188944737,PURCHASE,a,0.0,2019-01-07
43,603.4585698826214,PURCHASE,b,5.0,2019-01-07
48,293.7144387270271,PURCHASE,b,,2019-01-07
47,247.72546430771968,PURCHASE,b,2.0,2019-01-07
47,495.8795030955657,PURCHASE,e,1.0,2019-01-07
46,605.9252739653076,PURCHASE,a,5.0,2019-01-07
48,740.5111120969103,PURCHASE,e,1.0,2019-01-07
51,773.5032702681792,PURCHASE,d,2.0,2019-01-08
53,421.397830621562,PURCHASE,c,0.0,2019-01-08
50,516.790516599193,PURCHASE,e,1.0,2019-01-08
51,89.75292972955084,PURCHASE,e,2.0,2019-01-08
57,785.0111751454361,PURCHASE,d,4.0,2019-01-08
56,156.15323316981645,PURCHASE,e,1.0,2019-01-08
54,110.34220800156469,PURCHASE,b,3.0,2019-01-08
56,219.60710821158625,PURCHASE,b,,2019-01-08
58,672.9410875160626,PURCHASE,b,5.0,2019-01-08
57,850.7683228040605,PURCHASE,d,3.0,2019-01-08
59,725.4693029334637,PURCHASE,c,1.0,2019-01-08
62,959.8046498066327,PURCHASE,c,4.0,2019-01-08
64,349.82063831641887,PURCHASE,e,3.0,2019-01-09
61,254.2087543695759,PURCHASE,a,4.0,2019-01-08
62,859.6795379592796,PURCHASE,b,0.0,2019-01-08
65,456.95950861409153,PURCHASE,e,4.0,2019-01-09
64,573.7367117344565,PURCHASE,b,,2019-01-09
70,779.1708391329455,PURCHASE,b,0.0,2019-01-09
69,29.63138748880434,PURCHASE,c,3.0,2019-01-09
72,215.29267450253275,PURCHASE,b,2.0,2019-01-09
70,151.411326282901,PURCHASE,e,3.0,2019-01-09
71,762.566578509043,PURCHASE,e,2.0,2019-01-09
73,515.4398386797335,PURCHASE,d,2.0,2019-01-09
73,180.8320745129093,PURCHASE,e,1.0,2019-01-09
72,785.0404377672443,PURCHASE,d,3.0,2019-01-09
75,178.5629765488146,PURCHASE,d,4.0,2019-01-09
77,900.0440767421996,PURCHASE,d,4.0,2019-01-09
77,432.31357739424436,PURCHASE,b,3.0,2019-01-09
79,903.4583639847998,PURCHASE,a,4.0,2019-01-09
81,663.4115662312771,PURCHASE,c,4.0,2019-01-10
82,372.01147814844705,PURCHASE,d,0.0,2019-01-10
80,288.5313754002548,PURCHASE,d,,2019-01-09
85,169.4468211038783,PURCHASE,a,2.0,2019-01-10
83,738.7653845516423,PURCHASE,c,5.0,2019-01-10
83,64.077445384912,PURCHASE,a,1.0,2019-01-10
87,277.6297030424654,PURCHASE,e,4.0,2019-01-10
84,23.71670370884338,PURCHASE,d,3.0,2019-01-10
85,731.1822347253039,PURCHASE,c,0.0,2019-01-10
90,467.72506922016686,PURCHASE,b,3.0,2019-01-10
89,584.4166094867708,PURCHASE,c,4.0,2019-01-10
89,127.59171215405584,PURCHASE,e,2.0,2019-01-10
90,837.1780055794651,PURCHASE,c,4.0,2019-01-10
92,43.98824899447051,PURCHASE,b,0.0,2019-01-10
96,913.0506192909868,PURCHASE,e,0.0,2019-01-10
96,964.8799592095769,PURCHASE,c,1.0,2019-01-10
95,463.0271627067496,PURCHASE,e,2.0,2019-01-10
96,307.3914424823504,PURCHASE,d,2.0,2019-01-10
99,195.45899922721887,PURCHASE,a,5.0,2019-01-10
99,612.6286832129044,PURCHASE,c,0.0,2019-01-10
101,847.7210844504788,PURCHASE,c,2.0,2019-01-11
101,514.4362213100732,PURCHASE,b,0.0,2019-01-11
102,910.360814999683,PURCHASE,c,3.0,2019-01-11
103,942.4936354682222,PURCHASE,e,5.0,2019-01-11
105,640.597284755102,PURCHASE,d,4.0,2019-01-11
104,718.8205207472371,PURCHASE,d,4.0,2019-01-11
103,134.98521556596532,PURCHASE,b,1.0,2019-01-11
105,241.20158557979076,PURCHASE,a,3.0,2019-01-11
105,768.4333908027561,PURCHASE,b,1.0,2019-01-11
110,827.7200325598029,PURCHASE,d,3.0,2019-01-11
108,330.9720765415631,PURCHASE,c,,2019-01-11
113,284.1370680809835,PURCHASE,b,2.0,2019-01-11
113,159.1841422739124,PURCHASE,d,3.0,2019-01-11
111,372.10669538699005,PURCHASE,b,,2019-01-11
112,741.7387087809097,PURCHASE,a,5.0,2019-01-11
117,47.610104761729,PURCHASE,e,5.0,2019-01-11
118,611.0361291446827,PURCHASE,a,4.0,2019-01-11
116,218.0628381528159,PURCHASE,d,3.0,2019-01-11
116,400.75067781175557,PURCHASE,b,2.0,2019-01-11
119,383.3127676694412,PURCHASE,e,0.0,2019-01-11
121,390.0905539235252,PURCHASE,b,5.0,2019-01-12
120,736.3117419399691,PURCHASE,d,5.0,2019-01-11
123,861.4297376178002,PURCHASE,c,1.0,2019-01-12
125,46.768725045442935,PURCHASE,d,4.0,2019-01-12
122,286.5821390823576,PURCHASE,c,3.0,2019-01-12
126,536.3837681237333,PURCHASE,a,1.0,2019-01-12
124,584.6875978515795,PURCHASE,b,3.0,2019-01-12
129,712.3460810698679,PURCHASE,e,3.0,2019-01-12
128,59.289870845584126,PURCHASE,a,3.0,2019-01-12
126,758.3019186701843,PURCHASE,a,0.0,2019-01-12
132,288.57220505778724,PURCHASE,e,0.0,2019-01-12
128,840.3449152582665,PURCHASE,d,1.0,2019-01-12
132,131.34620459161715,PURCHASE,a,1.0,2019-01-12
132,323.4334755600289,PURCHASE,a,2.0,2019-01-12
131,933.7369082152607,PURCHASE,c,4.0,2019-01-12
134,573.3147981162879,PURCHASE,c,2.0,2019-01-12
136,979.2788296863989,PURCHASE,d,5.0,2019-01-12
138,418.1213721669418,PURCHASE,b,1.0,2019-01-12
137,665.5584238257163,PURCHASE,a,3.0,2019-01-12
138,954.428686316487,PURCHASE,b,0.0,2019-01-12
137,342.381329405282,PURCHASE,c,2.0,2019-01-12
139,767.4980937708397,PURCHASE,d,1.0,2019-01-12
140,897.0253839563553,PURCHASE,e,3.0,2019-01-12
144,29.64413557819534,PURCHASE,c,5.0,2019-01-13
144,444.61782910669325,PURCHASE,b,4.0,2019-01-13
145,852.5021240360957,PURCHASE,b,3.0,2019-01-13
147,619.9300001290303,PURCHASE,b,1.0,2019-01-13
145,926.2519500518202,PURCHASE,b,2.0,2019-01-13
145,565.2416034488136,PURCHASE,e,5.0,2019-01-13
146,224.3845738384198,PURCHASE,a,0.0,2019-01-13
147,427.93921329763106,PURCHASE,c,0.0,2019-01-13
148,960.536448632821,PURCHASE,b,1.0,2019-01-13
153,888.9887069716391,PURCHASE,a,4.0,2019-01-13
154,817.0498265562684,PURCHASE,b,4.0,2019-01-13
154,989.3128186713925,PURCHASE,b,1.0,2019-01-13
153,400.99288944624976,PURCHASE,b,2.0,2019-01-13
158,810.8902012214519,PURCHASE,a,1.0,2019-01-13
159,366.1430647921261,PURCHASE,d,4.0,2019-01-13
156,830.5663156780105,PURCHASE,c,0.0,2019-01-13
158,537.803624835119,PURCHASE,a,3.0,2019-01-13
157,199.24623630001082,PURCHASE,b,4.0,2019-01-13
161,981.6722631814955,PURCHASE,a,0.0,2019-01-13
163,522.016258952142,PURCHASE,a,4.0,2019-01-13
160,821.6667597106006,PURCHASE,b,2.0,2019-01-13
162,79.04190929617117,PURCHASE,e,3.0,2019-01-13
164,692.5215377504915,PURCHASE,c,5.0,2019-01-13
165,352.6337163587736,PURCHASE,a,2.0,2019-01-13
167,52.915925526296206,PURCHASE,c,4.0,2019-01-13
170,433.22541551012614,PURCHASE,a,2.0,2019-01-14
168,458.40315253177886,PURCHASE,d,0.0,2019-01-13
